670843527815954432***,***No tengo sueno wnn
605903848352325633***,***Quiero hacer cupcakes
605901765280538626***,***@SofiaVegaContre  mmmh ya.. 😒
605901156343123969***,***sofia maldita😒
605900210485592065***,***@fer15_rodriguez  tu+yo+ tio sergio= juegos JSJDA😏
605899925528834050***,***@fer15_rodriguez  tu+yo+tio sergio= mucho sushi HSHSJSB
605899360564445184***,***RT @monsalveg97: farru y la fena se aman
605899206759358465***,***Extrano al tio sergio
605897959901773824***,***Que risa 😂
605812278538084352***,***Mal dia para haberme alisado el pelo😒
605561892300566528***,***RT @HoroscopoViral: #TAURO: puedes ser un loco de vez en cuando pero en el fondo quieres seguridad con alguien que te la de y sobretodo que…
605560914335698944***,***Me va a terminar aburriendo la cancion 😒
605560497707085824***,***Que tierno me salio jajahsh
605559405212508160***,***Ya filo
605557349101760513***,***RT @CoteVerag: A veces todo, a veces nada.
605547507213565952***,***Oh que risa esooo
605546437196300288***,***@fer15_rodriguez  que malditos
605543452181467136***,***No se mentir ajjhjjhhaj
605542190694154240***,***Tarde o temprano todo se sabe..
605541355310448642***,***@fer15_rodriguez  eso es lo mjr de la vida😍
605541105338347520***,***Que asco tio
605540505099870208***,***Es un amor
605540321926217728***,***RT @jaaavivg: mgta la gente tierna ☺
605539974033907713***,***Que verguenzaaa😔
605539595661516800***,***@fer15_rodriguez rayooooos😂😂😂 jajaajhhjjjshs
605539397321302016***,***que es maldita
605537879826280449***,***Me encanto su gorro😍
605537126894186497***,***Puchaaaaaa
605536852540567552***,***@fer15_rodriguez fernanda rodriguez yo te amo
605536682004348928***,***Fernanda la vivi esta mas ocupada que la chucha😒😒
605535910613118976***,***El cristian se rie mucho de las estupideces que digo😂
605535176106643458***,***@fer15_rodriguez  UUJSJJHSJJ que estupida
605530731624951809***,***Que lataaaa
605529111151423489***,***Dhsijdhh😍
605528125053747200***,***Ya no caigoooo😂😂
605527507824181248***,***Extrano al vilches😔
605526163310657536***,***Raaayos ajhhajdhsh
605525833768439808***,***@negrocuevass jahdjahsja😘😘
605525398093492224***,***Que lindoooo
605495653540724737***,***RT @CamiFerrce: Comeria comida china todos los dias
605194044789129217***,***Cristian se enojo pq no le respondi😂
605186831299293184***,***Me rei mucho ayer😂
605185371912159233***,***RT @Sanaron69: Tome vino en una wea de krispo jdjsjd
605184798064308224***,***Leiva mnn me va a molestar😒
605172093857218560***,***Estudie mucho
605163842868506624***,***Que pajita todo
605162443862614016***,***Blw😠
605153149473697793***,***RT @Leivoon: volver a la rutina es una mierda
605119321208188929***,***Rayos la fran grabo
605069933974843394***,***RT @tauro_hn: #TAURO sabes que eres muy extremista, o amas u odias. Es muy dificil mantener un punto medio.
605068739118309376***,***RT @fraaanisidoraa: La pase muy bien anoche wn
605051239932547072***,***Estoy cagada de friio😔⛄
605048385574453248***,***Tengo que llegar a mi casa a estudiar
605042720533585920***,***@eileen_atorres me paso lo mismo nanita😒
605041361629392896***,***Me encanto como me quedo el pelo😍😍
605035505835737088***,***RT @_belencilla__: Que ganas de cortarle la cabeza con la motosierra
605024607507255296***,***Mi guatitaa😔
604772129289158658***,***RT @Leivoon: Hora culia no pasa nunca
604712704805339136***,***La lluvia no me impide nada
604667403499372544***,***Internet como la 🍄
604474392576466945***,***Quiero tomar 🍻🚬
604473233346314240***,***Que se olvide que existo, asi todo mjr👌
604472974448730114***,***Me di cuenta solita de las cosas como son
604471891089362944***,***Que borracha somos wn
604471630727913472***,***@fer15_rodriguez UUJWJSJAJJJJJJJSAJ Eres la mjr teadoroamo inf
604470531539238912***,***Mi mama con la tia carmen hablan mucho, eso es muy peligroso w🔫
604469240175968256***,***Necesito urgente a mi mapi😭
604469059892178945***,***Caga de hombre, te pasai👏
604468872369053696***,***Que rabia..
604464175826513920***,***😠😠😠
604461306528284674***,***Gracias pelu 😒😠 http://t.co/u9mggzKXyT
604455241988337664***,***Con la sofi corrimos mas que la mrd😂
604454752353689601***,***⚽💪 http://t.co/WrOVf5UCmy
604400235314561024***,***y aprendi a quitarle tiempo a los segundos, tu me hiciste ver el cielo aun mas profundo🎵
604392371611176961***,***Me cai de una manera muy estupidaaa😒
604385690311344128***,***Tengo que estudiar mate
604385382449442816***,***Que friiiio
604380255227367424***,***Me quede dormida en el sillon😂😂
604351089903812609***,***Jajajaja...
604350291685818369***,***Exaaaaaacto😂
604111154772844545***,***El fredes me envio una foto de hace mil anos😂
604047975338393601***,***RT @mayraquiroga13: Quiero sushi 🍣🍱🐽
604042580792365058***,***@negrocuevass  siii😢😢
604037468493594624***,***Llegue muy mojada wn 😒
603718266566123521***,***Hace mas frio que la chucha 😢⛄
603713131978825728***,***me carga que me dejen con la dudaaa 😠
603708537290784770***,***Quiero sushi
603706972538576896***,***Me encanta cantar con la eileen wn lo mjr😍
603704961793445889***,***Extrano mi iphone 😒
603703964048195585***,***La cami ya esta bailando😂
603703826856726528***,***Que pajiita
603703674259578880***,***a la sofi le entiendo toodo wn😍
603385555318132736***,***Tengo mucho frio⛄
603385126110781441***,***Ire con mi pelo naturaal nms💁
603384589265022976***,***@MatiasSolisjr @nicolasignaic rayos🔫
603384257520783360***,***@eileen_atorres lo hice apenas llegue nanitaa😘😘
603376167220023296***,***tengo tanto suenoo😒
603330185698619392***,***que me da risa la cami cuando baila 😂
603296596458119168***,***RT @catalinabelenpc: Mg los minos celososss
602948034402623489***,***Buscandote encontre La fuente de la felicidaaaaaad
602946551888125952***,***Dormire un ratito💤
602785417755242496***,***Tengo tanto suenooo😢💤
602783462253318144***,***Hace  dms frio wn⛄
602658164677414914***,***Que risa lo que me envio la sofi jajsjsjajsjjj😂😂😂😂
602655801992466432***,***Soy secaaaaa
602601513232572416***,***RT @13_ajsf: es mi idea o el ano esta pasando muy rapido? 😩
602547884526014464***,***@_JavieraV pero claro😘😚
602545551457067008***,***@_JavieraV  te extrano a cagar :/
602544818519052288***,***Pta que te extrano
602543939992813568***,***Tengo que hacer el trabajo y ni puta idea como se hace 😒
602494391119441920***,***RT @Leivoon: Las palabras de un curao son las mas sinceras
602276349802340352***,***RT @GonzaloBassotti: Finde largo no termines nunca.🙏
602252990339231744***,***RT @vaaaaaal___: que miedo las aranas por la chuchaaa😢😢😢😢😢😢😢
602238837696438272***,***bta mama llega luego puuu :(
602205103232307200***,***JAJAJAJ😂
602202631721758721***,***Que paaaaja
602157350598922240***,***RT @__fernis: No se de que me asombro tambien, si las personas nunca cambian😌
602149303256260608***,***que lata wn 😒
601850893449986049***,***Me carga que me apuren ctm
601850613169844226***,***@fer15_rodriguez  qur wea fea rqla
601849651260747777***,***@fer15_rodriguez @SofiaVegaContre ya si me di cuenta, altoqueeee
601849428375433216***,***@eileen_atorres @SofiaVegaContre  rayos entonces fce
601848199561781249***,***@SofiaVegaContre podi pescar wsp 😠
601781459200942081***,***Andateeeee a la mrd mjr
601604195498721280***,***Tengo mucho tuto
601572844481417216***,***AJEJEJSJSJ TE AMO http://t.co/M7ReZhM634
601566774660878336***,***amen hermana
601564712246063105***,***@eileen_atorres  nos haremos mrd nanita
601564550824075264***,***@eileen_atorres muy bien😘
601563957548158976***,***La lluvia no me impedira ir mnn
601560179273035777***,***lluvia culia
601559393679888384***,***y yo me pierdo en su sonrisaaa🎶
601549160639287296***,***me hacen tanto reir las chiquillas wn😂
601548048930603009***,***"y voy a hablar con la guata de la fena" JSJDJDJS eileen qla
601547671187390464***,***@SofiaVegaContre  UEJSJSJSJSHS que es wnaa
601547277266788353***,***Eileen qla DJDJSJSJS
601547081933844480***,***@eileen_atorres @fer15_rodriguez SHHEJJJSJSNSKSNSJSNSKSJSJSJSHSJSNSJS QUE ERES MALDITA
601546748998373376***,***Y esta mina que se jura wn
601546366758866944***,***Lindo pelo que tienes
601544691671244801***,***@fer15_rodriguez las dos llorando po wn
601544119039721472***,***Te deveria dar risa?
601543921639018498***,***@fer15_rodriguez  contra la pared, no se como respire wn
601543612803977216***,***y ese dia vino una ballena a visitarnos..n
601543288919842818***,***@fer15_rodriguez  JHJEJSJSJSJSJS DPS QUEDE PUERTA AFUERA SJSJSJ
601542940608090112***,***@fer15_rodriguez JSJEJEJSJSJDJJS jjiji....
601542655881916416***,***y dps me acuso a mi mama la maldita
601542447961874433***,***@fer15_rodriguez  esa vez no era yo ISJSJSNSNS
601542048622235650***,***una vez me entro la wea y amenace a la fer con un cuchillo y la wna no me queria abrir la puerta
601541671914962944***,***JDJSJSHSJSJSJSJSW CTMMMM
601541576498741249***,***@fer15_rodriguez  me das miedo
601541464066301955***,***SJJSJSHSHSHS esta wna en una cancion cuenta toda mi vida
601540897533272064***,***La otra vez se quedo 1 hora explicadome como viviremos😂
601540735159111680***,***AAHSHSJSJSJ la fernanda tiene planiado toda nuestra vida fdw
601540511330074625***,***JDJJJJHSJJHS eso me dio mucha risa
601540228906668032***,***Pero porsupollo
601540030729945088***,***@fer15_rodriguez @roberto_sndoval EJDSJSJSJSJSH
601538728058818560***,***@fer15_rodriguez @eileen_atorres que risa oye😒
601538198506987520***,***@eileen_atorres  no😒
601537954553733120***,***Zancudos hdp siempre me pican los malditos
601525979228545024***,***La joce trajo berlines y me acorde de alguieeen😂
601525003893485569***,***Tengo que estudiar
601524598438518784***,***Oye extrano a mi mapi
601523970979012608***,***Con el fredes amamos esa cancioon
601523582599077888***,***@fer15_rodriguez  WUWHSJWHSJWWSSHS CTM
601523091471228928***,***Menos mal no fuiiii
601522964572536833***,***RT @fraaanisidoraa: Quiero una piscolita
601484688390234112***,***Yapo apurate
601475851415363585***,***Amor infinito al tequila😍
601474952039129090***,***LLEGAMOOS A LA DISCOO
601474738846859265***,***@_JavieraV  ctm😍😳 lo mjr
601474511402364928***,***@_JavieraV  ejale😍🍻
601474331877765121***,***Con la fer nos prendimos ctm
601474231910694912***,***Mnn  pretendo hacerme mrd
601460785513037825***,***Te regalo mi silencio, te regalo mi nariz yo te doy hasta mis huesos pero quedate aaaqui🎶
601454297063133185***,***Me da una paja tremenda ir a penco
601450394749775872***,***Llegaste y tocaste en mi lo que no conociaaa
601410993906950145***,***RT @MiHoroscopoEs: #TAURO: Lleva sus penas discretamente, tanto que pensaras que es la persona mas indiferente del mundo... Duele, pero no …
601231914750582785***,***RT @Vladibristilo: La siesta con este clima apana caleta
601213946561994752***,***RT @catalinabelenpc: Tengo mil ganas de carretiar y hacerme mierda
601212075378085888***,***Ayiaahhhh
601202638248615937***,***Video ql
601202091512766467***,***RT @lez4rd: conchatumare por que es tan rico nick jonas
601168031943917568***,***pacata  pacata pacata pacata pacata a caballito de palo
601156984109461505***,***@fer15_rodriguez te odio
601153495333502976***,***Me paso algo muy estupido en la mnn
601148094382735360***,***RT @horoscoponegro: #TAURO: te daras mil golpes, caeras cientas de veces, te decepcionaran y te intentaran herir pero Tauro se levanta, es …
601146417135165440***,***Adoro al fredeees
601136060635156480***,***Y entre palabras y caricias, y miradas infinitas yo voy a estar con lo que puedo darte amor es amorr
601124509626826752***,***RT @fraaanisidoraa: Quiero chocolateeee
601122401204703233***,***@negrocuevass listooo
601121401748217857***,***@negrocuevass le sacare el 🔒
601120148603408384***,***Soy tan manos de hacha 😏
601119948363149313***,***Mis audifonos murieron 😢
601119204855668737***,***hoy extrane mucho a la eileen😔
601118707537080320***,***hare tallarines ctm
600814857752072192***,***@fer15_rodriguez tecnologia wna, no me lo han enviado pq no lo tengo en mi correoo
600814500909076480***,***Fernanda mjr enviame el trabajo que siges comentando estupideces
600812539732189186***,***Mi guia de biologia no estaaa😨😨😨😨
600810819157422080***,***Que loco si
600808533077164032***,***AVER ESPERA DEJA REIRME JSJSJSHSSJSHSHSH
600808257242963968***,***Y quien mrd es esta wna que me comenta mi wea
600805639384870912***,***Que risa toda esta wea UEJSISJSHSHS
600800540608593921***,***ni yo eh comentado y comenta ella
600799891535847424***,***RT @JotaChavezn: Mi vida es un constante "Tengo sueno".
600799118865367040***,***@fraaanisidoraa AJSJSJSJJJJHSJSBSJSBSHJSJ CTM😂💕
600798015075520512***,***JEJDUSJSJSH y yo estaba raja dormiendo😂
600797600900579328***,***@fer15_rodriguez @_JavieraV  corta tu weaaaa  Fernanda Rodriguez😠
600797003208126464***,***@_JavieraV HWHEJSlHSJS  que son malditas
600796613611761664***,***@_JavieraV parece ctm😂 JSHSJSHSHS y las wnas sigen
600796005836152832***,***Y sigen con su wea la caro y la fer😏
600135778417651712***,***@fer15_rodriguez canbiaron mucho😂 Te amuuuu😘😘
600135114274807808***,***@fer15_rodriguez muy aweonao nanita👌
600133860144328704***,***@fer15_rodriguez  oyeeeee
600133391095324672***,***Que lindoo😏
600131463535841280***,***Urra ql que me hace reir 😂
600130720552583168***,***RT @Deznanfer_Tutu: puta vida me carga ir al colegio😣
600092824441356288***,***RT @PanchoSuaj: Hoy dia no he hecho nada productivo
599940301587886080***,***Chucha ayer se me olvido pasarle el gorro al marcelo sjsjsjdhjj
599922385316282370***,***RT @DayenuBarra: que risa ayer kskzsw
599917729294979072***,***Urra despiertaaa
599800326796005376***,***Bta el urra no me envia las fotos😒
599405718563860481***,***RT @FIL0S0FIA: La vida es corta, sonriele con ternura a quien llora, ignora al que critique y se feliz con quien te importa.
599404144982646784***,***Nunca mas entro a esa casa culia UEHSJSH NUNCA MAS
599400473855143937***,***Hoy lo pase dms bien😍
599293940689457156***,***Que ridiculos este par de wnes
599284777653510144***,***La camila penso que hoy era mi cumple JDHDJSJSH la hermana de la fer me ama😏😍 http://t.co/5ZvW1w6WSB
599160367894364160***,***Mama andate a la cresta
599158737836847104***,***RT @jupitershiness: resfriado de mrda, andateee
598988495248580610***,***Bta la fer no se conecta
598949613970788352***,***Rigoberto culiao 😠
598949105084309504***,***Estoy cagaa de sueno wn
598948898330255360***,***RT @Leivoon: Ojala pagaran por dormir
598948690888368130***,***RT @Seba_1609: mierda de dia
598667820050870272***,***@fer15_rodriguez @eileen_atorres  maldita te odiio
598667308635160576***,***Zancudos qls😠
598665927270518785***,***"Y movia su colita pq estaba feliz" UDHEJDHDHSBSH fernanda qla
598645199708037120***,***Fisica me cagas
598299130235101184***,***RT @pipitogm: usted para mi ya murio y yo no hablo con los muertos..😄😄🍂
598298402607255553***,***RT @_JavieraV: quiero una leche con platano😻
598298066844852228***,***HWIDJWJDHAJS  plmrd😂
598295893247397888***,***mi mama ama a maluma O.o
598293475214401538***,***FERNANDA  TE ODIOOOOOOO😠
598292740871483392***,***🐷🐤💕💕
598292184362790912***,***JWGSJSHDHS ya
598291727406014464***,***El cristian siempre me envia weas estupidas JSJSJSHSJ😂
598269117020381184***,***Estoy como estupida viendo esta peli😂
598260030220152832***,***Fernanda ya no caigo en esa😂😘
